;DocumentID;Date;SKU;Price;Discount;Customer;Quantity
9817;0;1/05/2019;2419;663;0;156;4
9450;2;4/02/2019;2736;85;15;427;1
9451;3;25/02/2019;2736;42;8;427;1
9452;4;13/04/2019;2736;85;15;427;4
9455;6;25/06/2019;2723;17;3;299;4
9939;8;16/07/2019;2653;0;0;1;1
9458;9;17/07/2019;2736;85;15;427;1
9459;10;1/08/2019;2736;85;15;427;1
9460;11;26/08/2019;2735;25;5;427;4
9462;12;5/09/2019;2734;127;23;68;1
26390;13;3/06/2022;2817;372;67;598;0
27466;14;21/04/2022;714;0;0;434;1
30981;15;17/09/2022;2690;500;90;516;1
25843;16;18/01/2022;2856;42;8;604;1
29465;17;16/06/2022;2690;1271;229;471;1
28771;18;11/02/2022;2817;2275;409;74;1
28772;19;18/03/2022;2817;298;54;314;4
28773;20;9/07/2022;541;1525;275;231;4
28774;21;16/07/2022;541;1525;275;231;1
28775;22;29/04/2022;2643;646;116;510;12
25799;23;17/02/2022;614;4424;796;216;8
26387;24;28/03/2022;2424;4183;753;420;4
26388;25;28/03/2022;311;1695;305;216;4
26389;26;29/03/2022;611;1695;305;216;4
27285;30;18/04/2022;615;5593;1007;420;4
27286;31;19/04/2022;1648;3380;608;420;1
28903;33;15/08/2022;2442;2093;377;216;16
28905;34;9/08/2022;501;9220;1660;420;6
28906;35;23/07/2022;1059;4703;847;420;8
28907;36;23/07/2022;491;3390;610;420;12
28910;38;18/07/2022;496;3729;671;420;10
28316;39;23/08/2022;2072;4549;819;216;12
28317;40;25/06/2022;614;5339;961;420;4
27253;45;28/09/2022;2852;127;23;68;10
27525;46;23/06/2022;614;4449;801;216;1
27526;47;23/06/2022;2156;879;158;216;4
27254;48;4/01/2022;456;949;0;22;1
27256;49;22/06/2022;2817;467;84;22;9
29094;50;8/01/2022;1573;3104;559;447;1
29095;51;6/04/2022;2643;1017;183;447;0
30577;52;31/10/2022;1274;0;0;286;0
30578;53;29/10/2022;642;0;0;268;1
29096;54;20/06/2022;1777;826;149;329;3
27980;55;25/07/2022;2862;1200;0;396;0
27234;56;17/01/2022;1317;0;0;455;0
